uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, step_1, 2015-10-09 18:44:12.999000, 2015-10-09 18:44:15.471000, 2015-10-09 18:44:15.645000, 2015-10-09 18:44:15.820000, 2015-10-09 18:44:26.308000, 2015-10-09 18:44:28.291000
unit.000001, step_1, 2015-10-09 18:44:13.001000, 2015-10-09 18:44:14.950000, 2015-10-09 18:44:15.188000, 2015-10-09 18:44:15.256000, 2015-10-09 18:44:25.587000, 2015-10-09 18:44:27.197000
unit.000002, step_1, 2015-10-09 18:44:13.028000, 2015-10-09 18:44:15.534000, 2015-10-09 18:44:15.870000, 2015-10-09 18:44:15.976000, 2015-10-09 18:44:26.516000, 2015-10-09 18:44:28.321000
unit.000003, step_1, 2015-10-09 18:44:13.038000, 2015-10-09 18:44:15.555000, 2015-10-09 18:44:15.876000, 2015-10-09 18:44:16.014000, 2015-10-09 18:44:25.473000, 2015-10-09 18:44:27.143000
unit.000004, step_1, 2015-10-09 18:44:13.048000, 2015-10-09 18:44:15.490000, 2015-10-09 18:44:15.652000, 2015-10-09 18:44:15.876000, 2015-10-09 18:44:25.475000, 2015-10-09 18:44:27.145000
unit.000005, step_1, 2015-10-09 18:44:13.052000, 2015-10-09 18:44:15.521000, 2015-10-09 18:44:15.865000, 2015-10-09 18:44:15.936000, 2015-10-09 18:44:26.412000, 2015-10-09 18:44:28.302000
unit.000006, step_1, 2015-10-09 18:44:13.062000, 2015-10-09 18:44:14.978000, 2015-10-09 18:44:15.202000, 2015-10-09 18:44:15.316000, 2015-10-09 18:44:25.789000, 2015-10-09 18:44:27.207000
unit.000007, step_1, 2015-10-09 18:44:13.070000, 2015-10-09 18:44:15.078000, 2015-10-09 18:44:15.414000, 2015-10-09 18:44:15.473000, 2015-10-09 18:44:25.262000, 2015-10-09 18:44:27.114000
unit.000008, step_1, 2015-10-09 18:44:13.074000, 2015-10-09 18:44:15.065000, 2015-10-09 18:44:15.401000, 2015-10-09 18:44:15.456000, 2015-10-09 18:44:25.266000, 2015-10-09 18:44:27.122000
unit.000009, step_1, 2015-10-09 18:44:13.079000, 2015-10-09 18:44:15.171000, 2015-10-09 18:44:15.423000, 2015-10-09 18:44:15.552000, 2015-10-09 18:44:25.263000, 2015-10-09 18:44:27.117000
unit.000010, step_1, 2015-10-09 18:44:13.086000, 2015-10-09 18:44:15.393000, 2015-10-09 18:44:15.624000, 2015-10-09 18:44:15.651000, 2015-10-09 18:44:26.102000, 2015-10-09 18:44:27.271000
unit.000011, step_1, 2015-10-09 18:44:13.091000, 2015-10-09 18:44:15.419000, 2015-10-09 18:44:15.630000, 2015-10-09 18:44:15.690000, 2015-10-09 18:44:26.205000, 2015-10-09 18:44:27.279000
unit.000012, step_1, 2015-10-09 18:44:13.097000, 2015-10-09 18:44:15.449000, 2015-10-09 18:44:15.639000, 2015-10-09 18:44:15.777000, 2015-10-09 18:44:25.997000, 2015-10-09 18:44:27.246000
unit.000013, step_1, 2015-10-09 18:44:13.102000, 2015-10-09 18:44:15.433000, 2015-10-09 18:44:15.635000, 2015-10-09 18:44:15.733000, 2015-10-09 18:44:25.892000, 2015-10-09 18:44:27.222000
unit.000014, step_1, 2015-10-09 18:44:13.103000, 2015-10-09 18:44:15.469000, 2015-10-09 18:44:15.644000, 2015-10-09 18:44:15.804000, 2015-10-09 18:44:25.998000, 2015-10-09 18:44:27.251000
unit.000015, step_1, 2015-10-09 18:44:13.105000, 2015-10-09 18:44:15.486000, 2015-10-09 18:44:15.648000, 2015-10-09 18:44:15.837000, 2015-10-09 18:44:25.998000, 2015-10-09 18:44:27.251000
unit.000016, step_1, 2015-10-09 18:44:13.116000, 2015-10-09 18:44:15.515000, 2015-10-09 18:44:15.859000, 2015-10-09 18:44:15.910000, 2015-10-09 18:44:26.515000, 2015-10-09 18:44:28.314000
unit.000017, step_1, 2015-10-09 18:44:13.126000, 2015-10-09 18:44:15.529000, 2015-10-09 18:44:15.868000, 2015-10-09 18:44:15.968000, 2015-10-09 18:44:25.478000, 2015-10-09 18:44:27.144000
unit.000018, step_1, 2015-10-09 18:44:13.127000, 2015-10-09 18:44:15.544000, 2015-10-09 18:44:15.873000, 2015-10-09 18:44:15.994000, 2015-10-09 18:44:26.412000, 2015-10-09 18:44:28.307000
unit.000019, step_1, 2015-10-09 18:44:13.129000, 2015-10-09 18:44:14.923000, 2015-10-09 18:44:15.173000, 2015-10-09 18:44:15.195000, 2015-10-09 18:44:25.584000, 2015-10-09 18:44:27.174000
unit.000020, step_1, 2015-10-09 18:44:13.143000, 2015-10-09 18:44:14.954000, 2015-10-09 18:44:15.189000, 2015-10-09 18:44:15.264000, 2015-10-09 18:44:25.583000, 2015-10-09 18:44:27.162000
