iteration,step,kernel,probe,timestamp

None,pre_loop,None,start_time,2015-10-24 07:07:33.881827
None,pre_loop,None,wait_time,2015-10-24 07:07:33.890690
None,pre_loop,None,res_time,2015-10-24 07:07:49.452705
None,pre_loop,None,stop_time,2015-10-24 07:07:49.453467
1,sim,kernel_0,start_time,2015-10-24 07:07:49.456806
1,sim,kernel_0,wait_time,2015-10-24 07:07:57.533710
1,sim,kernel_0,res_time,2015-10-24 07:13:06.750673
1,sim,kernel_0,stop_time,2015-10-24 07:13:06.756436
1,sim,kernel_1,start_time,2015-10-24 07:13:06.756467
1,sim,kernel_1,wait_time,2015-10-24 07:13:15.827411
1,sim,kernel_1,res_time,2015-10-24 07:18:52.209101
1,sim,kernel_1,stop_time,2015-10-24 07:18:52.236407
1,sim,post,start_time,2015-10-24 07:18:52.236455
1,sim,post,stop_time,2015-10-24 07:18:52.374623
1,ana,kernel_0,start_time,2015-10-24 07:18:52.523965
1,ana,kernel_0,wait_time,2015-10-24 07:18:53.738444
1,ana,kernel_0,res_time,2015-10-24 07:19:39.165258
1,ana,kernel_0,stop_time,2015-10-24 07:19:39.165934
1,ana,kernel_1,start_time,2015-10-24 07:19:39.165961
1,ana,kernel_1,wait_time,2015-10-24 07:19:41.216065
1,ana,kernel_1,res_time,2015-10-24 07:22:19.800594
1,ana,kernel_1,stop_time,2015-10-24 07:22:19.810171
1,ana,post,start_time,2015-10-24 07:22:19.810207
1,ana,post,stop_time,2015-10-24 07:22:19.811168
