uid, iter, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, 1, sim, 1468507265.48, 1468507267.96, 1468507267.96, 1468507271.03, 1468507271.04, 1468507271.04, 1468507271.04,1468507271.08, 1468507283.88, 1468507283.93, 1468507283.93, 1468507285.02, 1468507285.12
unit.000001, 1, sim, 1468507265.48, 1468507268.16, 1468507268.16, 1468507271.05, 1468507271.05, 1468507271.05, 1468507271.05,1468507271.1, 1468507283.89, 1468507283.94, 1468507283.94, 1468507285.21, 1468507285.32
unit.000002, 1, sim, 1468507265.48, 1468507267.33, 1468507267.33, 1468507270.99, 1468507270.99, 1468507271.0, 1468507271.0,1468507271.06, 1468507283.87, 1468507283.9, 1468507283.9, 1468507284.4, 1468507284.5
unit.000003, 1, sim, 1468507265.48, 1468507267.92, 1468507267.92, 1468507271.03, 1468507271.03, 1468507271.03, 1468507271.04,1468507271.07, 1468507283.87, 1468507283.91, 1468507283.91, 1468507285.0, 1468507285.09
unit.000004, 1, sim, 1468507265.49, 1468507268.12, 1468507268.12, 1468507271.04, 1468507271.04, 1468507271.05, 1468507271.05,1468507271.09, 1468507283.87, 1468507283.91, 1468507283.91, 1468507285.2, 1468507285.29
unit.000005, 1, sim, 1468507265.49, 1468507266.95, 1468507266.95, 1468507270.96, 1468507270.96, 1468507270.98, 1468507270.98,1468507271.06, 1468507283.88, 1468507283.93, 1468507283.93, 1468507284.02, 1468507284.12
unit.000006, 1, sim, 1468507265.49, 1468507267.52, 1468507267.52, 1468507271.0, 1468507271.01, 1468507271.01, 1468507271.01,1468507271.07, 1468507283.87, 1468507283.9, 1468507283.9, 1468507284.6, 1468507284.7
unit.000007, 1, sim, 1468507265.49, 1468507266.94, 1468507266.94, 1468507270.96, 1468507270.96, 1468507270.97, 1468507270.98,1468507271.06, 1468507283.86, 1468507283.89, 1468507283.89, 1468507284.01, 1468507284.11
unit.000008, 1, sim, 1468507265.49, 1468507267.76, 1468507267.76, 1468507271.02, 1468507271.03, 1468507271.03, 1468507271.03,1468507271.07, 1468507283.88, 1468507283.93, 1468507283.93, 1468507284.82, 1468507284.92
unit.000009, 1, sim, 1468507265.49, 1468507267.54, 1468507267.54, 1468507271.01, 1468507271.01, 1468507271.02, 1468507271.02,1468507271.07, 1468507283.88, 1468507283.92, 1468507283.92, 1468507284.62, 1468507284.71
unit.000010, 1, sim, 1468507265.49, 1468507266.74, 1468507266.74, 1468507270.95, 1468507270.95, 1468507270.96, 1468507270.97,1468507270.99, 1468507283.81, 1468507283.88, 1468507283.89, 1468507283.81, 1468507283.91
unit.000011, 1, sim, 1468507265.49, 1468507267.15, 1468507267.15, 1468507270.98, 1468507270.98, 1468507270.99, 1468507270.99,1468507271.06, 1468507283.88, 1468507283.92, 1468507283.92, 1468507284.22, 1468507284.32
unit.000012, 1, sim, 1468507265.49, 1468507267.13, 1468507267.13, 1468507270.97, 1468507270.97, 1468507270.98, 1468507270.99,1468507271.06, 1468507283.86, 1468507283.89, 1468507283.9, 1468507284.2, 1468507284.3
unit.000013, 1, sim, 1468507265.49, 1468507267.72, 1468507267.72, 1468507271.01, 1468507271.02, 1468507271.02, 1468507271.02,1468507271.07, 1468507283.87, 1468507283.9, 1468507283.91, 1468507284.8, 1468507284.9
unit.000014, 1, sim, 1468507265.49, 1468507266.76, 1468507266.76, 1468507270.96, 1468507270.96, 1468507270.97, 1468507270.97,1468507271.06, 1468507283.87, 1468507283.91, 1468507283.92, 1468507283.82, 1468507283.92
unit.000015, 1, sim, 1468507265.49, 1468507267.34, 1468507267.34, 1468507271.0, 1468507271.0, 1468507271.0, 1468507271.0,1468507271.07, 1468507283.89, 1468507283.94, 1468507283.94, 1468507284.42, 1468507284.52
unit.000016, 1, ana, 1468507289.22, 1468507290.31, 1468507290.31, 1468507291.72, 1468507291.77, 1468507291.78, 1468507291.78,1468507291.78, 1468507297.24, 1468507297.29, 1468507297.29, 1468507297.49, 1468507297.59
