uid, iter, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, 1, sim, 1446310410.02, 1446310411.87, 1446310442.58, 1446310442.76, 1446310443.81, 1446310501.02
unit.000001, 1, sim, 1446310410.03, 1446310411.85, 1446310440.72, 1446310440.92, 1446310441.8, 1446310496.61
unit.000002, 1, sim, 1446310410.03, 1446310411.86, 1446310441.33, 1446310441.58, 1446310442.8, 1446310498.75
unit.000003, 1, sim, 1446310410.03, 1446310411.86, 1446310441.12, 1446310441.33, 1446310442.5, 1446310497.7
unit.000004, 1, sim, 1446310410.03, 1446310411.88, 1446310444.47, 1446310444.67, 1446310445.32, 1446310506.71
unit.000005, 1, sim, 1446310410.03, 1446310411.88, 1446310443.86, 1446310444.06, 1446310444.71, 1446310504.5
unit.000006, 1, sim, 1446310410.03, 1446310411.87, 1446310443.17, 1446310443.59, 1446310444.31, 1446310503.38
unit.000007, 1, sim, 1446310410.04, 1446310411.89, 1446310446.1, 1446310446.3, 1446310446.96, 1446310511.19
unit.000008, 1, sim, 1446310410.04, 1446310411.89, 1446310446.3, 1446310446.5, 1446310447.27, 1446310511.19
unit.000009, 1, sim, 1446310410.04, 1446310411.9, 1446310447.12, 1446310447.32, 1446310447.97, 1446310513.51
unit.000010, 1, sim, 1446310410.04, 1446310411.89, 1446310445.49, 1446310445.69, 1446310446.32, 1446310508.95
unit.000011, 1, sim, 1446310410.04, 1446310411.88, 1446310445.08, 1446310445.28, 1446310445.92, 1446310507.84
unit.000012, 1, sim, 1446310410.05, 1446310411.92, 1446310449.14, 1446310449.34, 1446310449.98, 1446310519.39
unit.000013, 1, sim, 1446310410.05, 1446310411.93, 1446310449.75, 1446310449.95, 1446310450.66, 1446310521.19
unit.000014, 1, sim, 1446310410.05, 1446310411.93, 1446310450.36, 1446310450.56, 1446310451.29, 1446310523.07
unit.000015, 1, sim, 1446310410.05, 1446310411.94, 1446310450.97, 1446310451.17, 1446310451.89, 1446310524.45
unit.000016, 1, sim, 1446310410.05, 1446310411.91, 1446310447.92, 1446310448.13, 1446310448.78, 1446310516.09
unit.000017, 1, sim, 1446310410.05, 1446310411.65, 1446310412.89, 1446310413.09, 1446310413.72, 1446310417.65
unit.000018, 1, sim, 1446310410.05, 1446310411.66, 1446310413.29, 1446310413.49, 1446310414.12, 1446310420.33
unit.000019, 1, sim, 1446310410.06, 1446310411.66, 1446310413.9, 1446310414.1, 1446310414.82, 1446310421.55
unit.000020, 1, sim, 1446310410.06, 1446310411.76, 1446310428.12, 1446310428.32, 1446310429.02, 1446310461.48
unit.000021, 1, sim, 1446310410.06, 1446310411.79, 1446310431.78, 1446310431.98, 1446310432.64, 1446310471.33
unit.000022, 1, sim, 1446310410.06, 1446310411.68, 1446310416.13, 1446310416.41, 1446310417.04, 1446310428.11
unit.000023, 1, sim, 1446310410.06, 1446310411.68, 1446310416.74, 1446310416.94, 1446310417.64, 1446310429.31
unit.000024, 1, sim, 1446310410.06, 1446310411.69, 1446310417.41, 1446310417.55, 1446310418.25, 1446310431.56
unit.000025, 1, sim, 1446310410.07, 1446310411.69, 1446310417.96, 1446310418.16, 1446310418.85, 1446310432.71
unit.000026, 1, sim, 1446310410.07, 1446310411.7, 1446310418.57, 1446310418.77, 1446310419.45, 1446310434.81
unit.000027, 1, sim, 1446310410.07, 1446310411.7, 1446310419.18, 1446310419.43, 1446310420.06, 1446310436.26
unit.000028, 1, sim, 1446310410.07, 1446310411.7, 1446310419.99, 1446310420.2, 1446310420.86, 1446310438.48
unit.000029, 1, sim, 1446310410.07, 1446310411.71, 1446310420.6, 1446310420.81, 1446310421.46, 1446310440.3
unit.000030, 1, sim, 1446310410.07, 1446310411.72, 1446310421.21, 1446310421.44, 1446310422.07, 1446310441.86
unit.000031, 1, sim, 1446310410.08, 1446310411.72, 1446310421.82, 1446310422.03, 1446310422.67, 1446310443.93
unit.000032, 1, sim, 1446310410.08, 1446310411.72, 1446310422.63, 1446310422.84, 1446310423.48, 1446310446.19
unit.000033, 1, sim, 1446310410.08, 1446310411.73, 1446310423.45, 1446310423.65, 1446310424.28, 1446310448.37
unit.000034, 1, sim, 1446310410.08, 1446310411.73, 1446310424.06, 1446310424.26, 1446310424.89, 1446310450.15
unit.000035, 1, sim, 1446310410.08, 1446310411.74, 1446310424.67, 1446310424.87, 1446310425.49, 1446310451.66
