uid, iter, step, uid, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, 0, pre_loop, 1453283223.28, 1453283223.84, 1453283233.83, 1453283234.06, 1453283234.17, 1453283234.3, 1453283234.4,1453283234.54, 1453283243.16, 1453283243.35, 1453283243.46, 1453283244.24, 1453283244.33
unit.000001, 1, sim, 1453283261.25, 1453283352.11, 1453283374.09, 1453283547.94, 1453283548.13, 1453283548.23, 1453283548.41,1453283548.43, 1453283553.71, 1453283554.08, 1453283554.25, 1453283555.49, 1453283555.61
unit.000002, 1, sim, 1453283261.25, 1453283352.64, 1453283374.69, 1453283549.86, 1453283550.08, 1453283550.17, 1453283550.28,1453283550.58, 1453283555.58, 1453283555.62, 1453283555.77, 1453283556.97, 1453283557.06
unit.000003, 1, sim, 1453283261.25, 1453283293.3, 1453283302.57, 1453283346.57, 1453283346.7, 1453283346.81, 1453283346.91,1453283347.01, 1453283352.7, 1453283352.81, 1453283352.96, 1453283354.14, 1453283354.24
unit.000004, 1, sim, 1453283261.25, 1453283293.66, 1453283302.98, 1453283347.62, 1453283347.81, 1453283347.92, 1453283348.01,1453283348.29, 1453283353.92, 1453283354.53, 1453283354.69, 1453283355.84, 1453283355.93
unit.000005, 1, sim, 1453283261.25, 1453283294.01, 1453283303.38, 1453283348.73, 1453283348.93, 1453283349.29, 1453283349.31,1453283349.33, 1453283353.41, 1453283353.57, 1453283353.71, 1453283354.39, 1453283354.48
unit.000006, 1, sim, 1453283261.26, 1453283294.36, 1453283303.78, 1453283350.01, 1453283350.25, 1453283350.35, 1453283350.45,1453283350.55, 1453283353.62, 1453283354.03, 1453283354.34, 1453283355.66, 1453283355.75
unit.000007, 1, sim, 1453283261.26, 1453283330.07, 1453283348.52, 1453283473.67, 1453283473.84, 1453283473.94, 1453283474.04,1453283474.14, 1453283478.89, 1453283478.99, 1453283479.17, 1453283480.65, 1453283480.74
unit.000008, 1, sim, 1453283261.26, 1453283295.07, 1453283306.41, 1453283353.2, 1453283353.26, 1453283353.37, 1453283353.47,1453283353.57, 1453283359.06, 1453283359.35, 1453283359.39, 1453283360.91, 1453283361.01
unit.000009, 1, sim, 1453283261.26, 1453283336.48, 1453283355.67, 1453283495.94, 1453283496.18, 1453283496.27, 1453283496.37,1453283496.47, 1453283501.36, 1453283501.47, 1453283501.6, 1453283503.27, 1453283503.37
unit.000010, 1, sim, 1453283261.26, 1453283295.96, 1453283307.42, 1453283356.03, 1453283356.4, 1453283356.41, 1453283356.42,1453283356.51, 1453283361.99, 1453283362.73, 1453283362.88, 1453283363.64, 1453283363.73
unit.000011, 1, sim, 1453283261.26, 1453283296.31, 1453283307.91, 1453283357.28, 1453283357.49, 1453283357.59, 1453283357.69,1453283357.8, 1453283362.53, 1453283363.51, 1453283363.61, 1453283365.0, 1453283365.12
unit.000012, 1, sim, 1453283261.27, 1453283296.67, 1453283308.22, 1453283358.61, 1453283358.82, 1453283358.92, 1453283359.02,1453283359.12, 1453283364.1, 1453283364.21, 1453283364.39, 1453283365.39, 1453283365.48
unit.000013, 1, sim, 1453283261.27, 1453283297.03, 1453283308.62, 1453283359.92, 1453283360.12, 1453283360.35, 1453283360.37,1453283360.42, 1453283365.38, 1453283365.45, 1453283365.61, 1453283366.52, 1453283366.61
unit.000014, 1, sim, 1453283261.27, 1453283347.33, 1453283369.16, 1453283532.45, 1453283532.71, 1453283532.81, 1453283532.91,1453283533.06, 1453283537.86, 1453283538.14, 1453283538.28, 1453283539.26, 1453283539.36
unit.000015, 1, sim, 1453283261.27, 1453283350.15, 1453283372.08, 1453283541.7, 1453283541.83, 1453283541.93, 1453283542.03,1453283542.22, 1453283547.15, 1453283547.37, 1453283547.42, 1453283548.94, 1453283549.05
unit.000016, 1, sim, 1453283261.27, 1453283294.71, 1453283304.19, 1453283351.32, 1453283351.54, 1453283351.64, 1453283351.74,1453283351.85, 1453283355.74, 1453283356.03, 1453283356.39, 1453283357.47, 1453283357.57
unit.000017, 1, sim, 1453283261.27, 1453283352.22, 1453283374.19, 1453283548.23, 1453283548.47, 1453283548.57, 1453283548.67,1453283548.78, 1453283554.11, 1453283554.35, 1453283554.54, 1453283555.49, 1453283555.61
unit.000018, 1, sim, 1453283261.27, 1453283295.42, 1453283306.76, 1453283354.01, 1453283354.34, 1453283354.36, 1453283354.38,1453283354.48, 1453283359.87, 1453283360.07, 1453283360.36, 1453283361.46, 1453283361.55
unit.000019, 1, sim, 1453283261.28, 1453283298.62, 1453283310.33, 1453283365.06, 1453283365.39, 1453283365.46, 1453283365.55,1453283365.66, 1453283370.55, 1453283370.74, 1453283370.88, 1453283372.16, 1453283372.26
