Start= 2015-09-03 14:48:40.554183
Allocating= 2015-09-03 14:48:40.579444
Allocated= 2015-09-03 14:48:46.749743
Executing= 2015-09-03 14:48:46.749921
Deallocating= 2015-09-03 19:33:56.995685
Done= 2015-09-03 19:34:15.295502
