uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.001352, step_1, 2015-09-29 03:44:27.077000, 2015-09-29 03:44:28.506000, 2015-09-29 03:44:28.800000, 2015-09-29 03:44:29.266000, 2015-09-29 03:44:32.163000, 2015-09-29 03:44:33.652000
unit.001353, step_1, 2015-09-29 03:44:27.082000, 2015-09-29 03:44:28.459000, 2015-09-29 03:44:28.778000, 2015-09-29 03:44:28.995000, 2015-09-29 03:44:31.552000, 2015-09-29 03:44:32.633000
unit.001354, step_1, 2015-09-29 03:44:27.083000, 2015-09-29 03:44:28.501000, 2015-09-29 03:44:28.797000, 2015-09-29 03:44:29.235000, 2015-09-29 03:44:32.160000, 2015-09-29 03:44:33.647000
unit.001355, step_1, 2015-09-29 03:44:27.085000, 2015-09-29 03:44:28.522000, 2015-09-29 03:44:28.811000, 2015-09-29 03:44:29.438000, 2015-09-29 03:44:32.267000, 2015-09-29 03:44:33.659000
unit.001356, step_1, 2015-09-29 03:44:27.090000, 2015-09-29 03:44:28.526000, 2015-09-29 03:44:28.813000, 2015-09-29 03:44:29.462000, 2015-09-29 03:44:32.268000, 2015-09-29 03:44:33.660000
unit.001357, step_1, 2015-09-29 03:44:27.099000, 2015-09-29 03:44:28.503000, 2015-09-29 03:44:28.798000, 2015-09-29 03:44:29.244000, 2015-09-29 03:44:32.164000, 2015-09-29 03:44:33.654000
unit.001358, step_1, 2015-09-29 03:44:27.100000, 2015-09-29 03:44:28.433000, 2015-09-29 03:44:28.769000, 2015-09-29 03:44:28.866000, 2015-09-29 03:44:30.736000, 2015-09-29 03:44:31.604000
unit.001359, step_1, 2015-09-29 03:44:27.102000, 2015-09-29 03:44:28.510000, 2015-09-29 03:44:28.802000, 2015-09-29 03:44:29.284000, 2015-09-29 03:44:32.165000, 2015-09-29 03:44:33.656000
unit.001360, step_1, 2015-09-29 03:44:27.103000, 2015-09-29 03:44:28.532000, 2015-09-29 03:44:28.816000, 2015-09-29 03:44:29.511000, 2015-09-29 03:44:32.272000, 2015-09-29 03:44:33.676000
unit.001361, step_1, 2015-09-29 03:44:27.105000, 2015-09-29 03:44:28.463000, 2015-09-29 03:44:28.780000, 2015-09-29 03:44:29.013000, 2015-09-29 03:44:31.555000, 2015-09-29 03:44:32.638000
unit.001362, step_1, 2015-09-29 03:44:27.111000, 2015-09-29 03:44:28.423000, 2015-09-29 03:44:28.763000, 2015-09-29 03:44:28.826000, 2015-09-29 03:44:30.839000, 2015-09-29 03:44:32.611000
unit.001363, step_1, 2015-09-29 03:44:27.112000, 2015-09-29 03:44:28.442000, 2015-09-29 03:44:28.771000, 2015-09-29 03:44:28.882000, 2015-09-29 03:44:30.841000, 2015-09-29 03:44:32.614000
