uid, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done
unit.000259, step_2, 2015-09-29 03:14:33.346000, 2015-09-29 03:14:34.486000, 2015-09-29 03:14:34.685000, 2015-09-29 03:14:34.797000, 2015-09-29 03:14:37.077000, 2015-09-29 03:14:46.737000
unit.000260, step_2, 2015-09-29 03:14:33.348000, 2015-09-29 03:14:34.502000, 2015-09-29 03:14:34.863000, 2015-09-29 03:14:34.912000, 2015-09-29 03:14:37.180000, 2015-09-29 03:14:48.534000
unit.000261, step_2, 2015-09-29 03:14:33.349000, 2015-09-29 03:14:34.522000, 2015-09-29 03:14:34.875000, 2015-09-29 03:14:35.033000, 2015-09-29 03:14:37.487000, 2015-09-29 03:14:51.190000
unit.000262, step_2, 2015-09-29 03:14:33.351000, 2015-09-29 03:14:34.448000, 2015-09-29 03:14:34.659000, 2015-09-29 03:14:34.671000, 2015-09-29 03:14:37.178000, 2015-09-29 03:14:39.533000
unit.000263, step_2, 2015-09-29 03:14:33.352000, 2015-09-29 03:14:34.461000, 2015-09-29 03:14:34.671000, 2015-09-29 03:14:34.721000, 2015-09-29 03:14:37.076000, 2015-09-29 03:14:42.283000
unit.000264, step_2, 2015-09-29 03:14:33.354000, 2015-09-29 03:14:34.466000, 2015-09-29 03:14:34.677000, 2015-09-29 03:14:34.744000, 2015-09-29 03:14:36.975000, 2015-09-29 03:14:44.060000
unit.000265, step_2, 2015-09-29 03:14:33.355000, 2015-09-29 03:14:34.464000, 2015-09-29 03:14:34.675000, 2015-09-29 03:14:34.737000, 2015-09-29 03:14:36.973000, 2015-09-29 03:14:43.168000
unit.000266, step_2, 2015-09-29 03:14:33.357000, 2015-09-29 03:14:34.504000, 2015-09-29 03:14:34.865000, 2015-09-29 03:14:34.922000, 2015-09-29 03:14:37.282000, 2015-09-29 03:14:49.394000
unit.000267, step_2, 2015-09-29 03:14:33.359000, 2015-09-29 03:14:34.530000, 2015-09-29 03:14:34.880000, 2015-09-29 03:14:35.076000, 2015-09-29 03:14:37.285000, 2015-09-29 03:14:52.974000
unit.000268, step_2, 2015-09-29 03:14:33.360000, 2015-09-29 03:14:34.499000, 2015-09-29 03:14:34.861000, 2015-09-29 03:14:34.882000, 2015-09-29 03:14:37.789000, 2015-09-29 03:14:48.510000
unit.000269, step_2, 2015-09-29 03:14:33.362000, 2015-09-29 03:14:34.472000, 2015-09-29 03:14:34.681000, 2015-09-29 03:14:34.768000, 2015-09-29 03:14:37.077000, 2015-09-29 03:14:44.964000
unit.000270, step_2, 2015-09-29 03:14:33.363000, 2015-09-29 03:14:34.455000, 2015-09-29 03:14:34.665000, 2015-09-29 03:14:34.696000, 2015-09-29 03:14:36.970000, 2015-09-29 03:14:41.341000
unit.000271, step_2, 2015-09-29 03:14:33.365000, 2015-09-29 03:14:34.527000, 2015-09-29 03:14:34.878000, 2015-09-29 03:14:35.066000, 2015-09-29 03:14:37.283000, 2015-09-29 03:14:52.974000
unit.000272, step_2, 2015-09-29 03:14:33.366000, 2015-09-29 03:14:34.532000, 2015-09-29 03:14:34.881000, 2015-09-29 03:14:35.085000, 2015-09-29 03:14:37.487000, 2015-09-29 03:14:53.875000
unit.000273, step_2, 2015-09-29 03:14:33.368000, 2015-09-29 03:14:34.520000, 2015-09-29 03:14:34.873000, 2015-09-29 03:14:35.015000, 2015-09-29 03:14:37.283000, 2015-09-29 03:14:51.169000
unit.000274, step_2, 2015-09-29 03:14:33.369000, 2015-09-29 03:14:34.463000, 2015-09-29 03:14:34.673000, 2015-09-29 03:14:34.729000, 2015-09-29 03:14:37.284000, 2015-09-29 03:14:43.182000
unit.000275, step_2, 2015-09-29 03:14:33.375000, 2015-09-29 03:14:34.452000, 2015-09-29 03:14:34.662000, 2015-09-29 03:14:34.679000, 2015-09-29 03:14:37.180000, 2015-09-29 03:14:40.513000
unit.000276, step_2, 2015-09-29 03:14:33.376000, 2015-09-29 03:14:34.453000, 2015-09-29 03:14:34.663000, 2015-09-29 03:14:34.688000, 2015-09-29 03:14:37.281000, 2015-09-29 03:14:40.446000
unit.000277, step_2, 2015-09-29 03:14:33.381000, 2015-09-29 03:14:34.484000, 2015-09-29 03:14:34.683000, 2015-09-29 03:14:34.785000, 2015-09-29 03:14:37.487000, 2015-09-29 03:14:45.876000
unit.000278, step_2, 2015-09-29 03:14:33.383000, 2015-09-29 03:14:34.473000, 2015-09-29 03:14:34.682000, 2015-09-29 03:14:34.777000, 2015-09-29 03:14:36.974000, 2015-09-29 03:14:45.850000
unit.000279, step_2, 2015-09-29 03:14:33.390000, 2015-09-29 03:14:34.459000, 2015-09-29 03:14:34.669000, 2015-09-29 03:14:34.712000, 2015-09-29 03:14:36.972000, 2015-09-29 03:14:42.241000
unit.000280, step_2, 2015-09-29 03:14:33.392000, 2015-09-29 03:14:34.490000, 2015-09-29 03:14:34.687000, 2015-09-29 03:14:34.817000, 2015-09-29 03:14:37.180000, 2015-09-29 03:14:47.626000
unit.000281, step_2, 2015-09-29 03:14:33.393000, 2015-09-29 03:14:34.470000, 2015-09-29 03:14:34.679000, 2015-09-29 03:14:34.760000, 2015-09-29 03:14:37.282000, 2015-09-29 03:14:44.972000
unit.000282, step_2, 2015-09-29 03:14:33.399000, 2015-09-29 03:14:34.510000, 2015-09-29 03:14:34.871000, 2015-09-29 03:14:35.001000, 2015-09-29 03:14:37.284000, 2015-09-29 03:14:50.300000
unit.000283, step_2, 2015-09-29 03:14:33.400000, 2015-09-29 03:14:34.506000, 2015-09-29 03:14:34.867000, 2015-09-29 03:14:34.953000, 2015-09-29 03:14:37.386000, 2015-09-29 03:14:49.423000
unit.000284, step_2, 2015-09-29 03:14:33.404000, 2015-09-29 03:14:34.508000, 2015-09-29 03:14:34.869000, 2015-09-29 03:14:34.977000, 2015-09-29 03:14:37.282000, 2015-09-29 03:14:50.284000
unit.000285, step_2, 2015-09-29 03:14:33.406000, 2015-09-29 03:14:34.468000, 2015-09-29 03:14:34.678000, 2015-09-29 03:14:34.753000, 2015-09-29 03:14:36.973000, 2015-09-29 03:14:44.073000
unit.000286, step_2, 2015-09-29 03:14:33.407000, 2015-09-29 03:14:34.526000, 2015-09-29 03:14:34.877000, 2015-09-29 03:14:35.053000, 2015-09-29 03:14:37.688000, 2015-09-29 03:14:52.079000
unit.000287, step_2, 2015-09-29 03:14:33.409000, 2015-09-29 03:14:34.457000, 2015-09-29 03:14:34.667000, 2015-09-29 03:14:34.704000, 2015-09-29 03:14:36.974000, 2015-09-29 03:14:41.398000
unit.000288, step_2, 2015-09-29 03:14:33.418000, 2015-09-29 03:14:34.524000, 2015-09-29 03:14:34.876000, 2015-09-29 03:14:35.042000, 2015-09-29 03:14:37.386000, 2015-09-29 03:14:52.080000
unit.000289, step_2, 2015-09-29 03:14:33.420000, 2015-09-29 03:14:34.496000, 2015-09-29 03:14:34.688000, 2015-09-29 03:14:34.826000, 2015-09-29 03:14:37.385000, 2015-09-29 03:14:47.651000
