uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000674, step_1, 2015-09-29 03:22:52.729000, 2015-09-29 03:22:53.653000, 2015-09-29 03:22:53.900000, 2015-09-29 03:22:53.987000, 2015-09-29 03:22:55.849000, 2015-09-29 03:22:56.894000
unit.000675, step_1, 2015-09-29 03:22:52.731000, 2015-09-29 03:22:53.644000, 2015-09-29 03:22:53.894000, 2015-09-29 03:22:53.948000, 2015-09-29 03:22:55.844000, 2015-09-29 03:22:56.886000
unit.000676, step_1, 2015-09-29 03:22:52.738000, 2015-09-29 03:22:53.634000, 2015-09-29 03:22:53.888000, 2015-09-29 03:22:53.909000, 2015-09-29 03:22:55.846000, 2015-09-29 03:22:56.890000
unit.000677, step_1, 2015-09-29 03:22:52.739000, 2015-09-29 03:22:52.874000, 2015-09-29 03:22:53.887000, 2015-09-29 03:22:53.900000, 2015-09-29 03:22:55.843000, 2015-09-29 03:22:56.882000
unit.000678, step_1, 2015-09-29 03:22:52.741000, 2015-09-29 03:22:53.651000, 2015-09-29 03:22:53.899000, 2015-09-29 03:22:53.979000, 2015-09-29 03:22:55.845000, 2015-09-29 03:22:56.888000
unit.000679, step_1, 2015-09-29 03:22:52.742000, 2015-09-29 03:22:53.640000, 2015-09-29 03:22:53.892000, 2015-09-29 03:22:53.932000, 2015-09-29 03:22:55.844000, 2015-09-29 03:22:56.884000
unit.000680, step_1, 2015-09-29 03:22:52.744000, 2015-09-29 03:22:53.636000, 2015-09-29 03:22:53.890000, 2015-09-29 03:22:53.917000, 2015-09-29 03:22:55.844000, 2015-09-29 03:22:56.884000
unit.000681, step_1, 2015-09-29 03:22:52.754000, 2015-09-29 03:22:52.875000, 2015-09-29 03:22:54.083000, 2015-09-29 03:22:54.093000, 2015-09-29 03:22:55.849000, 2015-09-29 03:22:57.898000
unit.000682, step_1, 2015-09-29 03:22:52.755000, 2015-09-29 03:22:53.658000, 2015-09-29 03:22:53.903000, 2015-09-29 03:22:54.010000, 2015-09-29 03:22:55.846000, 2015-09-29 03:22:56.889000
unit.000683, step_1, 2015-09-29 03:22:52.757000, 2015-09-29 03:22:53.647000, 2015-09-29 03:22:53.897000, 2015-09-29 03:22:53.964000, 2015-09-29 03:22:55.845000, 2015-09-29 03:22:56.886000
unit.000684, step_1, 2015-09-29 03:22:52.766000, 2015-09-29 03:22:53.655000, 2015-09-29 03:22:53.901000, 2015-09-29 03:22:53.994000, 2015-09-29 03:22:55.846000, 2015-09-29 03:22:56.888000
unit.000685, step_1, 2015-09-29 03:22:52.768000, 2015-09-29 03:22:53.638000, 2015-09-29 03:22:53.891000, 2015-09-29 03:22:53.925000, 2015-09-29 03:22:55.848000, 2015-09-29 03:22:56.893000
unit.000686, step_1, 2015-09-29 03:22:52.769000, 2015-09-29 03:22:53.649000, 2015-09-29 03:22:53.898000, 2015-09-29 03:22:53.971000, 2015-09-29 03:22:55.847000, 2015-09-29 03:22:56.891000
unit.000687, step_1, 2015-09-29 03:22:52.771000, 2015-09-29 03:22:53.642000, 2015-09-29 03:22:53.893000, 2015-09-29 03:22:53.941000, 2015-09-29 03:22:55.847000, 2015-09-29 03:22:56.891000
unit.000688, step_1, 2015-09-29 03:22:52.772000, 2015-09-29 03:22:53.656000, 2015-09-29 03:22:53.902000, 2015-09-29 03:22:54.002000, 2015-09-29 03:22:55.848000, 2015-09-29 03:22:56.893000
unit.000689, step_1, 2015-09-29 03:22:52.780000, 2015-09-29 03:22:53.646000, 2015-09-29 03:22:53.895000, 2015-09-29 03:22:53.956000, 2015-09-29 03:22:55.849000, 2015-09-29 03:22:56.895000
unit.000690, step_2, 2015-09-29 03:22:58.314000, 2015-09-29 03:22:58.687000, 2015-09-29 03:22:58.960000, 2015-09-29 03:22:59.026000, 2015-09-29 03:23:01.269000, 2015-09-29 03:23:07.384000
unit.000691, step_2, 2015-09-29 03:22:58.316000, 2015-09-29 03:22:58.673000, 2015-09-29 03:22:58.945000, 2015-09-29 03:22:58.962000, 2015-09-29 03:23:01.268000, 2015-09-29 03:23:03.803000
unit.000692, step_2, 2015-09-29 03:22:58.317000, 2015-09-29 03:22:58.680000, 2015-09-29 03:22:58.953000, 2015-09-29 03:22:58.994000, 2015-09-29 03:23:01.269000, 2015-09-29 03:23:05.587000
unit.000693, step_2, 2015-09-29 03:22:58.319000, 2015-09-29 03:22:58.684000, 2015-09-29 03:22:58.958000, 2015-09-29 03:22:59.010000, 2015-09-29 03:23:01.268000, 2015-09-29 03:23:06.485000
unit.000694, step_2, 2015-09-29 03:22:58.321000, 2015-09-29 03:22:58.695000, 2015-09-29 03:22:58.967000, 2015-09-29 03:22:59.057000, 2015-09-29 03:23:01.267000, 2015-09-29 03:23:09.171000
unit.000695, step_2, 2015-09-29 03:22:58.327000, 2015-09-29 03:22:58.689000, 2015-09-29 03:22:58.962000, 2015-09-29 03:22:59.034000, 2015-09-29 03:23:01.266000, 2015-09-29 03:23:08.277000
unit.000696, step_2, 2015-09-29 03:22:58.334000, 2015-09-29 03:22:58.670000, 2015-09-29 03:22:58.942000, 2015-09-29 03:22:58.953000, 2015-09-29 03:23:01.265000, 2015-09-29 03:23:03.802000
unit.000697, step_2, 2015-09-29 03:22:58.336000, 2015-09-29 03:22:58.682000, 2015-09-29 03:22:58.956000, 2015-09-29 03:22:59.002000, 2015-09-29 03:23:01.266000, 2015-09-29 03:23:06.486000
unit.000698, step_2, 2015-09-29 03:22:58.338000, 2015-09-29 03:22:58.676000, 2015-09-29 03:22:58.950000, 2015-09-29 03:22:58.978000, 2015-09-29 03:23:01.164000, 2015-09-29 03:23:04.691000
unit.000699, step_2, 2015-09-29 03:22:58.343000, 2015-09-29 03:22:58.693000, 2015-09-29 03:22:58.965000, 2015-09-29 03:22:59.050000, 2015-09-29 03:23:01.370000, 2015-09-29 03:23:09.196000
unit.000700, step_2, 2015-09-29 03:22:58.345000, 2015-09-29 03:22:58.698000, 2015-09-29 03:22:58.969000, 2015-09-29 03:22:59.074000, 2015-09-29 03:23:01.267000, 2015-09-29 03:23:10.083000
unit.000701, step_2, 2015-09-29 03:22:58.350000, 2015-09-29 03:22:58.691000, 2015-09-29 03:22:58.964000, 2015-09-29 03:22:59.042000, 2015-09-29 03:23:01.268000, 2015-09-29 03:23:08.280000
unit.000702, step_2, 2015-09-29 03:22:58.351000, 2015-09-29 03:22:58.678000, 2015-09-29 03:22:58.952000, 2015-09-29 03:22:58.986000, 2015-09-29 03:23:01.265000, 2015-09-29 03:23:05.586000
unit.000703, step_2, 2015-09-29 03:22:58.353000, 2015-09-29 03:22:58.675000, 2015-09-29 03:22:58.948000, 2015-09-29 03:22:58.970000, 2015-09-29 03:23:01.163000, 2015-09-29 03:23:04.697000
