uid, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, step_1, 2015-09-29 03:04:49.061000, 2015-09-29 03:04:49.850000, 2015-09-29 03:04:50.715000, 2015-09-29 03:04:50.726000, 2015-09-29 03:04:51.668000, 2015-09-29 03:04:52.857000
unit.000001, step_2, 2015-09-29 03:04:53.905000, 2015-09-29 03:04:54.499000, 2015-09-29 03:04:54.802000, 2015-09-29 03:04:54.811000, 2015-09-29 03:04:56.978000, 2015-09-29 03:05:00.222000
