Pilot wait= 2015-08-24 19:03:37.470222
Pilot active= 2015-08-24 19:05:57.616681
Preloop wait= 2015-08-24 19:05:58.156402
Preloop done= 2015-08-24 19:06:03.656072
Sims-1 wait= 2015-08-24 19:06:08.513281
Sims-1 done= 2015-08-24 19:06:15.122173
Sims-2 wait= 2015-08-24 19:06:19.890199
Sims-2 done= 2015-08-24 19:06:25.134783
Ana-1 wait= 2015-08-24 19:06:25.639197
Ana-1 done= 2015-08-24 19:06:29.051651
Ana-2 wait= 2015-08-24 19:06:29.538096
Ana-2 done= 2015-08-24 19:06:34.042217
Iter done= 2015-08-24 19:06:34.044215
Start= 2015-08-24 19:03:32.976905
Allocating= 2015-08-24 19:03:33.028425
Allocated= 2015-08-24 19:03:37.464452
Executing= 2015-08-24 19:03:37.464610
Deallocating= 2015-08-24 19:06:34.044797
Done= 2015-08-24 19:06:48.913785
