uid, iter, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, 0, pre_loop, 1446637993.3, 1446637993.92, 1446638003.86, 1446638004.06, 1446638004.88, 1446638005.95
unit.000001, 1, sim, 1446638008.35, 1446638009.56, 1446638027.9, 1446638028.1, 1446638056.87, 1446638060.35
unit.000002, 1, sim, 1446638008.35, 1446638009.57, 1446638028.52, 1446638028.72, 1446638057.67, 1446638061.36
unit.000003, 1, sim, 1446638008.35, 1446638009.36, 1446638010.29, 1446638010.5, 1446638030.48, 1446638032.03
unit.000004, 1, sim, 1446638008.36, 1446638009.54, 1446638025.62, 1446638025.82, 1446638054.55, 1446638058.32
unit.000005, 1, sim, 1446638008.36, 1446638009.46, 1446638020.85, 1446638021.05, 1446638045.28, 1446638047.12
unit.000006, 1, sim, 1446638008.36, 1446638009.44, 1446638018.56, 1446638018.77, 1446638048.41, 1446638052.23
unit.000007, 1, sim, 1446638008.36, 1446638009.45, 1446638019.6, 1446638019.81, 1446638048.71, 1446638052.23
unit.000008, 1, sim, 1446638008.36, 1446638009.38, 1446638011.88, 1446638012.08, 1446638042.96, 1446638044.09
unit.000009, 1, sim, 1446638008.36, 1446638009.49, 1446638022.09, 1446638022.29, 1446638050.53, 1446638054.26
unit.000010, 1, sim, 1446638008.37, 1446638009.37, 1446638010.92, 1446638011.12, 1446638040.34, 1446638042.08
unit.000011, 1, sim, 1446638008.37, 1446638009.41, 1446638016.49, 1446638016.69, 1446638042.76, 1446638044.09
unit.000012, 1, sim, 1446638008.37, 1446638009.45, 1446638020.44, 1446638020.64, 1446638049.12, 1446638053.24
unit.000013, 1, sim, 1446638008.37, 1446638009.55, 1446638026.45, 1446638026.65, 1446638053.24, 1446638056.28
unit.000014, 1, sim, 1446638008.37, 1446638009.38, 1446638012.09, 1446638012.29, 1446638043.87, 1446638045.1
unit.000015, 1, sim, 1446638008.37, 1446638009.59, 1446638030.67, 1446638030.87, 1446638047.0, 1446638050.2
unit.000016, 1, sim, 1446638008.37, 1446638009.46, 1446638021.26, 1446638021.47, 1446638049.22, 1446638053.24
unit.000017, 1, sim, 1446638008.38, 1446638009.44, 1446638018.77, 1446638018.97, 1446638048.91, 1446638052.23
unit.000018, 1, sim, 1446638008.38, 1446638009.51, 1446638022.51, 1446638022.71, 1446638052.44, 1446638055.27
unit.000019, 1, sim, 1446638008.38, 1446638009.52, 1446638023.13, 1446638023.33, 1446638053.55, 1446638056.29
unit.000020, 1, sim, 1446638008.38, 1446638009.52, 1446638023.55, 1446638023.75, 1446638053.75, 1446638057.31
unit.000021, 1, sim, 1446638008.38, 1446638009.53, 1446638023.96, 1446638024.16, 1446638054.71, 1446638058.32
unit.000022, 1, sim, 1446638008.38, 1446638009.54, 1446638025.0, 1446638025.2, 1446638055.16, 1446638059.34
unit.000023, 1, sim, 1446638008.39, 1446638009.53, 1446638024.79, 1446638024.99, 1446638054.35, 1446638057.31
unit.000024, 1, sim, 1446638008.39, 1446638009.54, 1446638025.41, 1446638025.61, 1446638054.86, 1446638058.33
unit.000025, 1, sim, 1446638008.39, 1446638009.37, 1446638010.5, 1446638010.7, 1446638033.1, 1446638035.05
unit.000026, 1, sim, 1446638008.39, 1446638009.55, 1446638026.24, 1446638026.44, 1446638050.93, 1446638055.27
unit.000027, 1, sim, 1446638008.39, 1446638009.56, 1446638027.49, 1446638027.69, 1446638057.07, 1446638060.35
unit.000028, 1, sim, 1446638008.39, 1446638009.36, 1446638010.09, 1446638010.29, 1446638027.56, 1446638029.02
unit.000029, 1, sim, 1446638008.4, 1446638009.4, 1446638015.46, 1446638015.66, 1446638046.19, 1446638048.17
unit.000030, 1, sim, 1446638008.4, 1446638009.43, 1446638018.15, 1446638018.35, 1446638047.8, 1446638051.22
unit.000031, 1, sim, 1446638008.4, 1446638009.37, 1446638011.33, 1446638011.54, 1446638041.65, 1446638043.09
unit.000032, 1, sim, 1446638008.4, 1446638009.53, 1446638024.58, 1446638024.78, 1446638054.76, 1446638058.33
unit.000033, 1, sim, 1446638008.4, 1446638009.38, 1446638012.71, 1446638012.91, 1446638045.18, 1446638046.11
unit.000034, 1, sim, 1446638008.4, 1446638009.39, 1446638013.12, 1446638013.32, 1446638045.38, 1446638047.13
unit.000035, 1, sim, 1446638008.4, 1446638009.39, 1446638013.53, 1446638014.53, 1446638046.39, 1446638049.19
unit.000036, 1, sim, 1446638008.41, 1446638009.4, 1446638014.63, 1446638014.9, 1446638045.99, 1446638048.14
unit.000037, 1, sim, 1446638008.41, 1446638009.4, 1446638015.25, 1446638015.46, 1446638046.49, 1446638049.19
unit.000038, 1, sim, 1446638008.41, 1446638009.41, 1446638015.91, 1446638016.07, 1446638040.24, 1446638042.08
unit.000039, 1, sim, 1446638008.41, 1446638009.41, 1446638016.29, 1446638016.49, 1446638037.52, 1446638039.07
unit.000040, 1, sim, 1446638008.41, 1446638009.42, 1446638016.7, 1446638016.91, 1446638045.68, 1446638047.13
unit.000041, 1, sim, 1446638008.41, 1446638009.42, 1446638017.11, 1446638017.31, 1446638047.4, 1446638051.22
unit.000042, 1, sim, 1446638008.42, 1446638009.43, 1446638017.53, 1446638017.73, 1446638046.59, 1446638049.19
unit.000043, 1, sim, 1446638008.42, 1446638009.43, 1446638017.94, 1446638018.14, 1446638048.31, 1446638051.22
unit.000044, 1, sim, 1446638008.42, 1446638009.55, 1446638027.28, 1446638027.48, 1446638056.97, 1446638060.35
unit.000045, 1, sim, 1446638008.42, 1446638009.44, 1446638019.19, 1446638019.39, 1446638049.42, 1446638053.24
unit.000046, 1, sim, 1446638008.42, 1446638009.44, 1446638019.4, 1446638019.6, 1446638049.72, 1446638054.25
unit.000047, 1, sim, 1446638008.43, 1446638009.58, 1446638029.84, 1446638030.04, 1446638058.28, 1446638062.38
unit.000048, 1, sim, 1446638008.43, 1446638009.45, 1446638020.23, 1446638020.43, 1446638049.82, 1446638054.25
unit.000049, 1, sim, 1446638008.43, 1446638009.37, 1446638010.71, 1446638010.91, 1446638036.22, 1446638038.06
unit.000050, 1, sim, 1446638008.44, 1446638009.47, 1446638021.47, 1446638021.67, 1446638047.3, 1446638050.21
unit.000051, 1, sim, 1446638008.44, 1446638009.48, 1446638021.89, 1446638022.09, 1446638050.73, 1446638055.27
unit.000052, 1, sim, 1446638008.44, 1446638009.45, 1446638019.81, 1446638020.01, 1446638049.52, 1446638054.25
unit.000053, 1, sim, 1446638008.44, 1446638009.52, 1446638023.34, 1446638023.54, 1446638052.67, 1446638055.27
unit.000054, 1, sim, 1446638008.44, 1446638009.53, 1446638023.75, 1446638023.95, 1446638054.05, 1446638057.31
unit.000055, 1, sim, 1446638008.45, 1446638009.53, 1446638024.38, 1446638024.58, 1446638054.25, 1446638057.31
