Pilot wait= 2015-08-24 16:10:56.305761
Pilot active= 2015-08-24 16:15:44.324162
Preloop wait= 2015-08-24 16:15:44.799770
Preloop done= 2015-08-24 16:15:49.696315
Sims-1 wait= 2015-08-24 16:16:47.885208
Sims-1 done= 2015-08-24 16:17:00.545333
Sims-2 wait= 2015-08-24 16:18:01.826606
Sims-2 done= 2015-08-24 16:18:16.757118
Ana-1 wait= 2015-08-24 16:18:17.346097
Ana-1 done= 2015-08-24 16:18:22.274237
Ana-2 wait= 2015-08-24 16:18:22.738229
Ana-2 done= 2015-08-24 16:18:27.624079
Iter done= 2015-08-24 16:18:27.626097
Start= 2015-08-24 16:10:52.928782
Allocating= 2015-08-24 16:10:52.951748
Allocated= 2015-08-24 16:10:56.304454
Executing= 2015-08-24 16:10:56.304715
Deallocating= 2015-08-24 16:18:27.632916
Done= 2015-08-24 16:18:42.783416
